Image Id.	Gene Description	EWS-T1	EWS-T2	EWS-T3	EWS-T4	EWS-T6	EWS-T7	EWS-T9	EWS-T11	EWS-T12	EWS-T13	EWS-T14	EWS-T15	EWS-T19	EWS-C8	EWS-C3	EWS-C2	EWS-C4	EWS-C6	EWS-C9	EWS-C7	EWS-C1	EWS-C11	EWS-C10	BL-C5	BL-C6	BL-C7	BL-C8	BL-C1	BL-C2	BL-C3	BL-C4	NB-C1	NB-C2	NB-C3	NB-C6	NB-C12	NB-C7	NB-C4	NB-C5	NB-C10	NB-C11	NB-C9	NB-C8	RMS-C4	RMS-C3	RMS-C9	RMS-C2	RMS-C5	RMS-C6	RMS-C7	RMS-C8	RMS-C10	RMS-C11	RMS-T1	RMS-T4	RMS-T2	RMS-T6	RMS-T7	RMS-T8	RMS-T5	RMS-T3	RMS-T10	RMS-T11	TEST-9	TEST-11	TEST-5	TEST-8	TEST-10	TEST-13	TEST-3	TEST-1	TEST-2	TEST-4	TEST-7	TEST-12	TEST-24	TEST-6	TEST-21	TEST-20	TEST-17	TEST-18	TEST-22	TEST-16	TEST-23	TEST-14	TEST-25	TEST-15	TEST-19
39796	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria)	0.6662	0.4829	0.7984	0.39	0.4637	0.6796	0.3383	0.7016	0.6496	0.4274	0.5032	0.3749	0.8507	0.1747	0.6017	0.5316	1.0769	0.9382	0.9056	0.169	0.4902	0.7831	0.2245	0.5601	0.2306	0.1412	0.1391	0.3543	0.3094	0.5143	0.2993	0.1264	0.1616	0.1879	0.1786	0.0442	0.369	0.1115	0.105	0.1116	0.1619	0.1807	0.2016	0.1536	0.4743	0.3445	0.371	0.1621	0.1687	0.1194	0.1844	0.092	0.4805	0.2666	0.6277	0.6571	0.3489	0.4578	0.3524	0.358	0.5679	0.2065	0.1212	0.9031	0.4735	0.3475	0.08	0.3533	0.4144	0.1336	0.1088	0.0668	0.1128	0.1783	0.2294	0.2716	0.6834	0.4238	1.076	0.378	0.2563	0.2749	0.1748	0.1358	0.1708	0.2127	0.4692	0.5069
37196	accessory proteins BAP31/BAP29	1.7203	1.3528	1.5175	0.3349	0.7564	0.8947	1.1061	1.7969	1.0017	1.4747	0.8094	0.6006	0.9803	1.5998	1.0689	0.6929	0.9257	2.9129	3.864	1.0801	0.9266	3.9688	2.5891	1.0555	0.3838	0.4475	0.7647	0.8252	0.5533	0.6261	0.3039	0.464	0.7369	0.9454	1.8821	0.9649	1.5015	1.5322	0.4546	2.0151	1.8407	1.352	1.4218	0.6512	0.9105	0.8829	2.3707	1.0296	0.5492	0.7483	0.4825	0.4885	1.0138	0.9484	1.7224	1.7132	0.9314	1.0176	1.6241	0.6479	1.6153	1.0019	2.69	0.8105	3.3393	1.4527	2.019	2.0133	0.6004	1.5309	3.252	3.0102	0.918	2.9552	2.2544	0.8882	0.3905	1.4624	1.7302	0.8052	2.4547	1.1417	1.7348	1.2055	1.1008	0.9978	0.7931	1.643
37904	glycogen synthase kinase 3 beta	0.269	0.7262	0.5605	0.304	0.6539	0.6715	0.3434	0.6422	0.3452	0.497	0.56	0.362	1.2201	0.2792	0.5097	0.2617	1.149	0.3856	0.375	0.2272	0.5337	0.9123	0.2919	0.5194	0.6745	0.2622	0.2037	0.4572	0.3508	0.4459	0.4513	1.0561	0.4915	0.4537	0.4554	0.2361	0.8737	1.3204	0.862	0.2676	0.4143	0.3227	0.6146	0.6552	0.6662	0.6226	0.5823	0.5878	0.629	0.659	0.4441	0.6986	0.6848	0.4097	0.7521	0.9429	1.5751	0.5233	0.8109	0.658	0.7858	0.6345	0.3767	0.8949	1.0854	0.3414	0.5358	0.1899	0.369	0.1359	0.6166	0.1196	0.2391	0.1819	0.4074	0.5006	0.2711	0.4929	0.8039	0.3276	0.2761	0.8015	0.7748	0.4155	0.5856	1.2854	0.5816	0.7136
38471	Human cyclin G1 interacting protein (1500GX1) mRNA, complete cds	1.4677	1.2882	1.5492	0.3668	0.906	1.071	2.0215	1.2427	1.1886	1.0305	0.9074	0.6308	1.1037	1.7833	1.3698	1.5713	0.6157	2.6025	3.1411	0.9286	0.952	2.3758	1.0328	0.8112	0.4736	0.5019	0.6655	0.692	0.7056	1.048	0.2853	0.3901	0.5357	0.9101	0.9126	0.4397	0.6946	0.8716	0.4092	1.0035	0.7147	0.4812	0.659	0.9733	1.304	0.8717	1.6344	0.6046	0.9149	0.6726	1.7639	0.618	1.005	0.8195	1.8954	1.3554	0.8429	0.9201	0.998	0.3964	0.742	0.8867	1.7789	1.1386	2.082	2.4887	1.0643	0.5549	0.9189	1.4147	1.2414	1.0563	0.914	1.2226	1.4851	0.7076	0.5258	1.0219	1.6169	0.7371	0.9589	0.8186	0.9365	0.8444	0.8534	1.1345	0.3676	0.9762
39093	methionine aminopeptidase; eIF-2-associated p67	0.638	2.5171	1.8893	1.7941	0.9905	2.9933	0.4211	1.4209	2.0259	2.0716	0.2559	1.3119	1.836	0.3658	0.1171	0.1131	2.0603	0.1058	0.1032	0.0708	0.0414	0.3367	0.044	0.0818	0.0679	0.0763	0.0783	0.1093	0.0849	0.1212	0.0981	0.0773	0.0857	0.1143	0.0717	0.0664	0.1933	0.1259	0.1211	0.0388	0.0188	0.0748	0.2643	0.1421	0.2585	0.1532	0.1206	0.1502	0.1004	0.3807	0.0374	0.0685	1.9579	0.7149	1.5852	0.6971	1.1726	1.5861	1.1806	0.9645	2.1485	3.8806	0.5062	0.4433	0.0831	0.049	0.384	1.244	0.2964	0.0626	0.0475	0.05	0.1474	0.0346	0.645	0.765	1.5227	2.0543	1.3888	0.3127	0.0851	0.3359	0.1216	0.2913	0.1699	0.2374	0.1036	0.8147
39993	superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult))	2.1497	3.0538	2.008	2.7727	2.6055	1.6183	1.5697	1.7093	1.3265	1.5018	1.9146	2.6252	1.573	1.5909	1.2811	0.889	2.4857	1.8358	1.675	2.3644	1.8524	1.0969	2.1323	2.5377	4.5522	3.6112	3.2849	2.8563	2.3625	3.6486	1.8287	1.9207	3.2595	2.3343	2.6981	2.8289	3.2525	1.853	2.8735	1.6828	2.3782	2.9992	2.5645	3.5434	1.6297	2.1523	1.9382	3.2121	4.7468	2.0357	0.7382	3.3826	1.941	1.1086	1.6191	2.2486	1.5579	1.5056	0.8711	2.4129	1.843	1.1943	0.7206	4.2474	1.7432	2.1495	1.8097	1.5121	1.582	0.9716	0.7976	1.0825	0.419	0.7386	0.5028	1.1448	2.5625	1.4893	2.4935	0.379	3.0255	0.6928	1.6439	1.5761	1.6141	1.3643	0.7697	1.005
42352	adenine nucleotide translocator 3 (liver)	3.7382	2.8671	4.8112	1.3236	0.9257	3.9152	3.8281	6.89	3.5652	2.9995	5.6523	4.4047	3.3894	5.4895	2.5673	1.7504	2.7108	3.7186	4.2883	6.7358	2.1909	4.2037	4.2635	5.6676	5.0105	5.7822	5.9967	2.0165	3.5536	2.1172	3.9493	3.3498	1.2646	2.5896	3.6934	3.6605	3.883	2.8234	2.9972	3.2054	5.5593	5.2033	3.2965	4.0876	1.9118	3.7791	2.2454	4.1493	2.6406	4.4282	2.8108	4.8798	2.3394	3.3617	3.899	3.8023	2.7792	2.7866	3.8058	2.5048	4.0527	7.2721	5.1413	1.1933	2.3485	3.536	2.2453	3.7501	1.1459	3.9333	7.1556	11.0402	7.0386	9.6703	7.2483	5.9319	2.3566	2.9746	3.8268	4.4033	6.7026	3.1722	3.1822	5.678	2.8373	2.8229	10.7162	7.4682
42576	ubiquitin-activating enzyme E1 (A1S9T and BN75 temperature sensitivity complementing)	2.7538	1.9144	2.2913	0.8575	1.5953	1.7966	2.4502	2.5601	3.6807	2.0701	2.7272	1.9233	2.3732	5.3745	2.8531	2.8496	1.7977	3.3043	3.8388	3.3996	4.1459	4.3328	6.2452	0.9917	2.0011	1.5705	0.7945	1.6949	2.4544	1.9924	1.6587	1.8463	1.1741	1.2942	1.2084	1.9897	1.2279	1.3047	2.0433	2.6543	2.0985	1.2312	0.9822	0.7976	1.4028	0.9898	1.6366	1.2004	1.2218	1.729	1.5862	0.9546	2.2451	1.7611	1.5716	2.206	0.6502	1.4253	2.8498	2.3362	1.6668	0.8847	1.9366	2.6185	2.1763	2.3672	2.3255	1.3962	1.3436	5.3675	2.2452	5.7891	1.3272	4.7446	1.6102	1.1855	1.8079	2.0529	2.2303	0.7876	2.3248	1.1194	2.0639	1.5335	1.3215	1.8711	1.666	1.6018
40026	adenine nucleotide translocator 1 (skeletal muscle)	0.8587	0.5963	0.2019	1.5864	0.4982	0.3554	0.3118	0.403	0.4474	0.6616	0.313	0.4565	0.3125	0.9248	0.7469	1.7394	0.4866	0.6283	0.6356	0.7649	0.4171	0.8216	0.6843	0.6565	2.0733	0.7407	0.637	1.4367	1.1856	0.6775	1.0869	0.8579	1.0743	1.196	0.9028	0.8448	0.5099	0.6259	0.6878	0.9902	0.7632	1.0547	0.5631	0.3625	0.285	0.2504	0.3212	0.6755	0.5145	0.3446	0.6453	0.2357	0.9794	1.1286	0.7321	1.1814	0.1721	2.2363	0.4164	0.5664	0.4287	0.1554	0.2516	7.7096	0.4978	1.2183	0.7986	0.2808	8.8657	0.5823	0.6888	0.9488	0.8171	0.7754	0.6371	0.6081	0.5027	0.6561	1.1663	0.8508	0.7185	0.9821	1.1445	1.0228	1.1662	0.7911	0.3398	0.5148
40304	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	0.932	0.913	1.2415	0.4192	0.8406	0.9508	0.6449	0.6522	0.633	0.6953	0.6101	0.488	0.521	0.1515	0.1731	0.349	0.9212	0.1532	0.1443	0.3941	0.2933	0.05	0.1303	0.5897	0.2173	0.4388	0.2022	0.1894	0.342	0.6703	0.7215	0.5783	2.0631	0.5001	0.2825	0.585	1.1561	0.4365	0.3796	0.3409	0.4738	0.5341	0.4886	0.285	0.4143	0.1457	0.2791	0.453	0.8171	0.3258	0.4262	0.431	1.2749	0.5375	1.4893	0.5333	0.3316	0.7907	0.5632	0.559	0.5136	0.5172	0.6125	0.3888	0.1223	0.7373	0.9876	0.5508	0.7812	0.0465	0.2015	0.1935	0.7836	0.1206	0.5795	0.6836	0.4681	0.6895	0.9205	0.7544	0.167	0.5822	0.6638	0.9247	0.6924	0.515	0.2489	0.278
40360	eukaryotic translation initiation factor 2B, subunit 5 (epsilon, 82kD)	1.0597	0.503	0.6952	0.6228	0.6296	0.5751	0.4716	0.67	0.4973	0.5923	0.4675	0.7668	0.2045	0.5614	0.5979	0.9551	0.3915	0.5958	0.5571	0.3496	0.3156	0.5708	0.6159	0.3195	0.9083	0.4259	0.3089	0.8385	1.0198	0.6873	0.7969	0.729	0.5756	0.5204	0.3591	0.5871	0.3245	0.3531	0.4446	0.8629	0.4164	0.6183	0.2533	0.2927	0.2826	0.2335	0.3899	0.449	0.5372	0.3256	1.1363	0.1534	1.0289	0.9919	0.5312	0.6935	0.4183	0.4149	0.9844	0.9104	0.2864	0.4921	0.5167	0.8735	0.884	0.7679	0.5493	0.3125	0.8155	0.6101	0.5005	0.4214	0.3825	0.5574	0.5608	0.458	1.1044	0.5874	0.3836	0.305	0.6107	0.8396	0.6032	0.7429	0.7691	0.6443	0.6116	0.6046
41199	chromatin assembly factor 1, subunit B (p60)	0.2684	1.3195	0.3134	0.1715	0.3414	0.2136	0.7606	0.3806	0.284	0.2135	0.2605	0.2801	0.5825	0.4923	0.2507	0.1444	0.7131	0.5098	0.4734	0.7116	0.2029	0.2846	0.5725	0.2708	0.4326	0.3898	0.298	0.3018	0.5249	0.4243	0.3629	0.5668	0.4375	0.3028	0.4078	0.5497	0.4556	0.2682	0.2963	0.4108	0.3307	0.4303	0.3295	0.3091	0.2178	0.2034	0.2925	0.18	0.7038	0.3602	0.4511	0.2989	0.1496	0.1052	0.1835	0.0991	0.181	0.5854	0.302	0.3801	0.2864	0.2112	0.3988	0.5195	0.3079	0.2659	0.4326	0.1441	0.2138	0.1816	0.2728	0.529	0.1132	0.2334	0.254	0.2414	0.4238	0.2117	0.2879	0.239	0.3128	0.1017	0.248	0.157	0.2276	0.1373	0.2374	0.0816
41452	spermidine/spermine N1-acetyltransferase	1.1909	0.9951	0.5556	3.3604	2.3463	0.2899	0.4171	1.383	0.6551	2.0148	0.77	0.4528	0.385	0.3573	0.4073	0.6784	0.3131	0.2964	0.274	0.2306	0.1196	0.2316	0.3117	0.7766	0.6103	1.4127	0.4043	0.6731	0.2794	0.7984	0.7881	0.2349	0.4074	0.2156	0.2265	0.3385	0.3018	0.2383	0.4235	0.4075	0.2525	0.2442	0.3197	0.1714	0.1686	0.2132	0.2652	0.3044	0.6051	0.4298	0.5311	0.2616	1.6692	3.8392	1.017	0.9987	0.5331	0.4255	1.2699	0.9588	0.2335	0.2803	0.7632	0.1568	0.2699	4.2673	0.1255	1.318	0.2745	2.3727	0.0906	0.191	0.2164	0.7595	1.1529	2.1953	0.8839	1.998	0.842	0.1896	0.1876	0.7921	0.8498	1.7446	0.8061	1.0587	0.8808	1.9547
42096	chaperonin containing TCP1, subunit 3 (gamma)	3.5375	3.1554	2.7144	1.6481	1.2607	2.9872	1.5673	2.4753	1.5007	1.1731	2.7792	1.8308	2.1077	5.6143	2.6251	2.8279	2.6622	3.6751	4.4377	5.4637	3.0003	1.9149	5.2558	2.7502	4.24	2.9015	2.1209	3.2584	4.2249	3.19	2.4339	3.167	3.2042	2.7534	4.6175	5.2335	4.3823	2.9993	3.4053	4.2346	3.0923	4.0557	5.9507	3.4834	1.4811	2.0595	4.8018	2.8229	2.7719	2.3955	2.2113	2.4298	3.688	1.319	4.3009	1.675	2.5912	1.9722	2.5544	2.5235	3.3584	3.5709	4.3024	2.2194	4.1219	2.8476	2.8963	1.3823	2.2308	2.3071	7.323	9.0717	2.7661	3.3666	4.4728	1.6084	1.299	1.1634	1.3312	3.1064	8.4311	2.4646	2.2323	2.7076	2.4066	2.2145	1.1167	1.5663
42993	cytochrome c oxidase subunit VIc	0.1115	0.1146	0.1014	0.1132	0.3376	0.1931	0.2979	0.2461	0.251	0.2295	0.2203	0.2641	0.3383	1.6808	0.1118	0.0962	0.3009	1.3976	1.3118	1.1643	0.0742	1.2415	1.0281	1.1389	0.8155	1.5152	1.1819	0.1596	0.1951	0.1876	0.2077	0.2156	0.2141	0.2744	1.1943	0.978	1.134	1.5349	1.8582	0.7929	0.8112	0.5034	1.0034	0.5011	0.2565	2.1598	1.3595	2.3113	1.5689	0.7788	0.1294	1.0341	0.2218	0.1075	0.1657	0.1868	0.2615	0.1733	0.1145	0.3516	0.3539	0.786	0.1655	0.2665	0.1416	0.2022	0.6586	0.4962	0.4521	1.0527	0.2846	0.2115	0.1896	0.1916	0.184	0.1579	0.3052	0.2275	0.2986	0.1644	1.0402	0.5584	0.4592	0.614	0.4402	0.6059	0.4658	0.5963
44255	ribosomal protein, mitochondrial, L3	0.8346	0.6188	0.432	0.5376	0.4145	0.5089	0.4527	0.611	0.4787	0.1605	0.3983	0.2875	0.5767	0.1355	0.5815	0.6751	0.975	0.4345	0.3997	0.4755	0.8024	0.3576	0.3769	0.5666	0.6888	0.7314	0.3697	0.8614	0.5183	0.7277	1.0553	0.7647	1.1835	1.0141	0.612	0.4754	0.8177	0.637	1.0458	0.3167	0.3183	0.578	1.0641	0.7493	0.3205	0.32	0.2611	0.5259	0.3166	0.353	2.9923	0.5885	0.9229	0.5726	0.4911	0.5189	0.5401	0.4444	0.3553	0.4429	0.7265	0.3766	0.2775	0.4737	0.725	1.0294	0.4998	0.272	0.4283	0.2491	0.4533	0.3691	0.2548	0.3776	0.3536	0.5953	0.5429	0.1591	0.3011	0.1738	0.6443	0.5518	0.2558	0.3474	0.3362	0.3184	0.7027	0.3731
43021	histidyl-tRNA synthetase	1.5854	0.5013	2.9859	2.002	0.5376	0.7482	0.6184	0.8011	0.5945	0.7617	0.6973	1.548	0.7976	0.5868	1.1894	1.0111	0.7988	0.5679	0.5655	0.4723	0.888	0.9905	0.8286	0.4471	0.5185	0.5557	0.4216	0.4226	0.6866	0.4783	0.6747	2.1584	1.0826	2.5124	0.7513	0.5948	0.8967	0.9818	0.4739	1.8413	1.2648	1.4936	0.7755	0.5561	0.4455	0.1711	0.6395	0.449	0.843	0.8659	2.0838	0.5178	1.4103	0.7507	0.919	0.7555	0.6233	2.2042	0.7189	0.7679	0.5349	0.991	0.2886	0.899	0.5375	1.4222	0.9211	0.3902	0.9251	1.2255	1.1334	1.0058	1.2559	0.9044	0.6142	0.643	1.3788	0.7553	0.4942	1.2441	1.0475	1.1144	1.4438	2.0819	1.4933	1.4654	0.6749	0.864
43231	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	1.6778	1.611	1.597	0.9297	0.811	0.6887	0.9968	0.8853	1.0577	1.1129	0.8155	0.9169	1.2423	2.6535	1.9664	2.0191	1.1457	2.0641	2.0935	1.3471	2.3317	3.8227	3.566	0.532	1.7041	1.1561	0.6875	2.3076	2.1251	1.4076	1.5595	1.5787	3.7129	1.6523	1.7942	3.2983	3.903	2.1549	1.3949	3.1987	2.6932	1.8568	1.1832	1.9531	0.5871	0.6466	2.2238	1.0485	1.9838	2.074	1.7621	1.3171	1.8413	1.1809	1.7413	1.2661	1.8445	0.3464	1.5922	0.981	0.9114	1.5517	1.3233	4.6784	2.1657	2.004	2.1081	0.8873	5.6937	5.3544	2.5035	3.0941	1.1099	2.935	1.4996	0.9133	0.6038	1.1036	0.8489	1.0855	2.9523	1.5288	1.1185	1.6604	2.4867	2.2416	1.6468	1.7339
43338	heterogeneous nuclear ribonucleoprotein C (C1/C2)	3.9576	3.0636	3.4367	2.5482	3.4904	5.8175	5.256	6.0247	5.587	3.6544	7.6494	6.2147	7.2345	3.8991	3.8852	3.1996	2.7168	2.9233	3.2306	5.2779	5.5042	4.4607	4.3831	5.0786	4.4672	5.5852	4.6594	4.0003	0.1574	3.9888	3.9975	3.9587	2.9704	3.5001	5.4892	4.2678	4.5796	4.0129	3.9841	4.013	4.4478	3.517	5.3283	10.1598	4.568	6.4026	5.8568	3.7364	3.2429	5.7432	2.9626	4.9013	3.9908	3.0059	3.7103	3.0714	5.2996	2.7729	5.2944	3.8298	5.0736	7.7319	4.9733	2.7969	6.152	4.0469	7.0097	2.1724	3.4313	4.5189	7.1755	7.815	6.2491	8.5049	6.6875	2.9583	3.0791	3.624	6.1667	9.0238	8.9769	5.6074	3.6657	3.7027	4.8511	3.5807	9.7695	3.9216
43241	eukaryotic translation initiation factor 4A, isoform 2	3.7285	1.792	2.0991	5.2167	2.4205	1.8498	2.0505	3.0046	3.8518	1.4291	3.0875	3.742	2.2209	0.4875	2.5398	1.0248	1.9962	0.5478	0.5525	1.0418	1.2399	0.7119	0.4015	0.9146	3.6239	1.199	1.212	2.4786	1.6159	1.7614	3.5634	2.1806	1.6476	1.4644	0.7034	0.9747	0.7498	1.3347	1.6013	1.7263	1.0748	1.079	1.8221	1.1328	0.4603	0.387	0.3888	0.8883	0.7099	0.7764	2.9034	0.5628	2.6128	3.3438	1.2809	2.0991	1.5074	0.8552	2.0419	1.433	1.2515	0.6582	0.2801	2.1739	1.2429	2.803	2.0309	1.077	3.3519	0.5974	1.8375	0.3326	1.2537	0.5041	1.3419	0.6569	4.9566	1.4172	0.7133	1.3348	1.7415	1.8623	1.8911	1.8731	1.5951	2.7272	0.9792	2.3233
43550	lactate dehydrogenase A	3.6545	1.3757	3.8527	5.435	4.1405	2.8914	3.6977	7.6902	6.7914	1.9058	6.3847	3.8043	8.5808	5.8975	2.3656	2.4272	2.2792	2.0578	1.6643	3.8229	2.7929	2.3672	3.7905	3.4508	3.6996	3.5209	3.8718	4.8397	0.1493	3.0903	2.6642	3.3658	3.6564	3.8413	5.8145	4.8545	4.6864	4.0954	0.4482	3.5409	5.1278	4.9518	6.1623	2.019	1.6335	3.078	5.4064	3.808	0.9498	5.3337	2.1705	6.2549	3.5709	2.5776	2.1025	1.3558	4.5937	3.7637	5.9155	3.5697	3.0039	0.4436	0.4761	2.7802	6.274	3.8976	0.5621	0.231	0.5647	5.1494	0.381	0.2796	0.4517	0.3484	0.2591	1.9381	3.8544	1.8899	3.3367	0.1945	1.4459	0.2804	0.3438	0.2791	0.2802	0.4881	0.2731	1.295
43563	cytochrome P450, subfamily XXVIIA (steroid 27-hydroxylase, cerebrotendinous xanthomatosis), polypeptide 1	0.3247	0.3092	0.4848	0.3963	0.188	0.1183	0.302	0.2186	0.1044	0.5081	0.1359	0.1986	0.1813	0.2224	0.1386	0.1303	0.1217	0.1625	0.1573	0.0862	0.0494	0.1597	0.1264	0.0469	0.1472	0.1201	0.1175	0.0995	0.1039	0.0986	0.1406	0.1596	0.1977	0.2556	0.0689	0.0668	0.0793	0.1087	0.1546	0.1056	0.0542	0.0912	0.1453	0.1836	0.1831	0.1277	0.1906	0.1676	0.4779	0.1403	0.1792	0.043	0.4388	0.7346	0.4803	0.58	0.1709	0.2396	0.8084	0.5253	0.4137	0.7587	0.6441	1.0234	0.0839	1.5086	0.0477	1.1734	0.6934	0.8302	0.1938	0.0827	0.2183	0.0602	0.2376	0.3909	0.2299	0.5039	0.3534	0.1842	0.0741	0.794	0.1795	0.3253	0.3443	0.2281	0.061	0.1353
44537	small nuclear ribonucleoprotein polypeptides B and B1	3.5717	3.7014	2.6743	0.7093	1.3702	1.6758	1.4614	2.7672	4.3112	1.6896	2.2217	1.7696	1.1719	2.4655	1.9952	2.1459	2.0373	3.1854	4.0646	2.847	5.5093	5.3745	5.5836	2.3363	4.719	5.1207	1.8427	4.7676	4.0096	2.7502	1.8023	2.2652	3.3499	2.9485	5.2322	1.9545	3.8299	4.6319	4.5408	3.5967	4.7492	2.5316	3.3317	4.7667	3.9071	8.1181	5.0732	4.2712	3.8329	4.8703	1.7869	4.7536	1.9598	2.105	2.1167	2.1097	4.0794	1.7945	2.9025	2.118	5.401	2.1267	3.0401	1.1584	2.2632	1.9263	2.5215	1.3506	0.802	2.4481	3.7243	2.4467	2.089	2.4628	0.4826	3.8211	1.2353	1.6755	2.0864	3.2121	3.6332	0.8393	1.5579	1.6123	0.9695	1.172	1.4389	1.2445
50359	mannose phosphate isomerase	0.8967	0.7999	0.7425	0.6052	0.689	0.5885	0.8641	0.8185	0.8572	0.4259	0.4236	1.0886	0.7852	0.2932	0.8236	0.759	0.6051	0.8924	0.8189	0.1867	0.624	0.8201	0.3417	0.2721	0.2552	0.3957	0.4801	0.4971	0.4152	0.6871	0.5026	0.432	0.4676	0.2675	0.2474	0.1746	0.3207	0.174	0.0719	0.3795	0.3978	0.2995	0.3092	0.4083	0.3469	0.2612	0.401	0.2082	0.7941	0.149	0.4463	0.1534	0.4158	0.668	0.5947	0.7273	0.2582	0.2641	1.1281	0.525	0.4226	0.1662	0.248	0.6378	0.5649	0.5255	0.1718	0.2525	0.2122	0.321	0.595	0.5171	0.338	0.5608	0.549	0.421	0.8443	0.4223	0.492	0.3825	0.3376	0.3226	0.2147	0.3022	0.2837	0.247	0.2565	0.2038
50666	dolichyl-diphosphooligosaccharide-protein glycosyltransferase	2.3148	2.1661	2.6301	0.2447	2.0653	1.4473	1.0492	1.3366	1.5082	1.2258	1.2988	1.0895	2.0893	0.9011	1.7937	1.2028	2.4685	2.9262	2.838	1.0989	2.1454	3.4742	2.1439	0.9637	1.2068	1.3829	0.5811	1.6332	1.3193	1.3474	1.0109	0.7619	1.0286	1.4299	1.7415	0.4235	1.697	1.0266	0.5872	1.5871	2.0224	1.1877	1.0793	1.422	1.8194	2.6429	2.6033	1.0164	1.0003	1.6855	1.2465	1.4461	2.8497	1.0102	2.1344	1.9989	1.4316	1.2229	1.654	0.7502	2.3547	1.6802	2.985	1.2521	1.4977	3.5801	1.0475	1.7534	1.1078	1.1232	1.5847	2.3028	1.3018	2.3667	1.8139	1.6729	0.646	1.2156	1.9063	2.1201	1.601	1.3308	1.621	1.7126	1.7339	2.1014	2.574	1.5999
50941	cadherin 13, H-cadherin (heart)	0.3194	0.3089	0.3077	0.1816	0.2358	0.189	0.343	0.3041	0.1892	0.4876	0.2186	0.2875	0.4691	0.1086	0.2415	0.2666	0.3229	0.1324	0.1266	0.09	0.1959	0.2844	0.1437	0.0736	0.0606	0.1096	0.1111	0.2796	0.2029	0.2613	0.3654	0.2214	0.332	0.2663	0.0914	0.0903	0.1423	0.0693	0.0684	0.2002	0.1937	0.1902	0.1368	1.2666	0.6616	0.3098	0.3096	0.2239	1.3874	0.1951	1.2689	0.0947	0.998	0.644	0.493	0.7641	0.1997	0.3911	0.5051	0.6088	0.539	0.0334	0.2725	0.3772	0.2412	0.2626	0.0351	0.0903	0.1269	0.2435	0.079	0.081	0.8094	0.083	0.251	0.473	0.2195	0.4835	0.3854	0.9675	0.0956	0.0466	0.1087	0.126	0.1683	0.1045	0.1262	0.1061
45233	chaperonin containing TCP1, subunit 6A (zeta 1)	3.4188	2.7758	2.1161	1.4857	1.3889	1.1773	1.7516	2.5804	1.4302	0.7562	0.7038	1.4359	1.7338	0.233	4.3358	5.1017	2.4667	2.5272	2.2563	1.2926	3.5872	1.5754	0.5003	2.3869	1.4783	2.3898	1.9535	4.9327	4.5013	3.4097	3.8455	2.9387	4.3557	3.7057	3.2972	1.9763	4.2711	2.4801	0.7434	2.7913	4.1277	4.0121	3.1632	2.9105	1.7759	0.826	2.0956	1.7179	2.3192	1.1765	2.9793	3.0014	2.9246	2.8945	2.1972	2.3479	2.1566	1.0574	1.3801	1.4309	2.9077	0.6341	1.4197	2.0326	5.6755	2.8305	2.2521	0.5421	0.3734	0.3366	4.0887	1.7879	2.6291	1.6212	1.119	1.3753	0.9644	0.7499	0.4544	1.9026	0.6435	0.8004	1.5226	1.2139	1.107	1.3179	0.535	0.3731
45941	DNA (cytosine-5-)-methyltransferase 1	0.8722	2.0965	0.9193	0.4664	0.4443	0.6758	0.566	1.2371	1.0662	0.6214	0.7001	0.5714	1.6461	0.4165	0.9715	0.9701	2.211	0.8484	0.8276	0.8127	2.2716	1.7371	1.538	1.093	3.1117	2.403	0.6131	3.343	1.7175	1.9896	1.6596	2.1216	1.0331	1.081	1.6493	0.5808	1.0551	2.1677	2.0306	0.7979	1.432	1.3236	1.4071	1.4392	0.7901	1.3553	1.782	1.374	1.5553	1.7434	1.4933	1.8594	1.018	0.6532	0.6248	0.7655	1.2482	0.4768	0.7477	0.5355	1.7997	1.9049	1.5365	0.3953	2.2002	0.643	1.1645	0.3738	0.2191	0.3479	2.6707	2.9874	1.1664	2.4119	0.9115	0.8096	0.8137	0.6163	1.1549	1.6738	2.2151	0.773	0.9308	0.8734	0.9091	0.8575	0.6962	0.4913
46171	eukaryotic translation initiation factor 4A, isoform 1	3.9192	5.4148	4.5608	2.634	4.0206	4.2725	4.9513	6.2801	6.1184	2.2715	4.8647	5.1102	6.2826	4.5567	4.3073	5.228	2.9896	3.2449	3.903	3.6897	5.4901	4.2313	5.5785	4.5925	3.0897	5.4086	5.9452	3.7886	6.3014	3.9305	4.7143	4.2273	4.1666	3.3018	4.7712	5.1344	4.3999	4.514	1.4308	3.7044	5.4218	4.0135	5.5869	3.629	2.7193	1.9191	6.5029	3.9212	3.5059	2.479	3.2137	3.843	4.3532	4.7149	5.5895	4.1122	4.1485	1.8787	3.8545	3.6422	3.2604	1.5401	3.4444	2.5477	5.0288	3.7436	2.9074	0.8853	0.4625	4.3975	11.8735	7.5594	5.7984	4.9169	3.8992	3.7251	2.2142	2.2526	1.4155	6.1712	3.4672	1.4283	2.0849	1.8696	1.6961	1.5921	1.921	1.8395
